,emotion
7060,Not classified
7061,Surprise
7062,Happy
7063,Not classified
7064,Sad
7065,Fear
7066,Not classified
7067,Sad
7068,Sad
7069,Sad
7070,Not classified
7071,Surprise
7072,Happy
7073,Not classified
7074,Not classified
7075,Not classified
7076,Not classified
7077,Angry
7078,Happy
7079,Angry
7080,Happy
7081,Happy
7082,Happy
7083,Surprise
7084,Not classified
7085,Surprise
7086,Not classified
7087,Surprise
7088,Angry
7089,Happy
7090,Fear
7091,Not classified
7092,Not classified
7093,Not classified
7094,Angry
7095,Surprise
7096,Not classified
7097,Surprise
7098,Surprise
7099,Not classified
7100,Fear
7101,Not classified
7102,Surprise
7103,Not classified
7104,Not classified
7105,Fear
7106,Not classified
7107,Not classified
7108,Not classified
7109,Happy
7110,Not classified
7111,Fear
7112,Not classified
7113,Not classified
7114,Not classified
7115,Not classified
7116,Not classified
7117,Not classified
7118,Not classified
7119,Not classified
7120,Fear
7121,Surprise
7122,Not classified
7123,Fear
7124,Not classified
7125,Not classified
7126,Sad
7127,Happy
7128,Sad
7129,Not classified
7130,Fear
7131,Not classified
7132,Surprise
7133,Surprise
7134,Not classified
7135,Not classified
7136,Not classified
7137,Not classified
7138,Not classified
7139,Not classified
7140,Happy
7141,Not classified
7142,Not classified
7143,Surprise
7144,Happy
7145,Surprise
7146,Surprise
7147,Surprise
7148,Not classified
7149,Not classified
7150,Not classified
7151,Sad
7152,Sad
7153,Not classified
7154,Angry
7155,Not classified
7156,Happy
7157,Sad
7158,Not classified
7159,Not classified
7160,Not classified
7161,Not classified
7162,Sad
7163,Not classified
7164,Happy
7165,Happy
7166,Not classified
7167,Happy
7168,Not classified
7169,Surprise
7170,Not classified
7171,Not classified
7172,Fear
7173,Not classified
7174,Surprise
7175,Fear
7176,Not classified
7177,Not classified
7178,Happy
7179,Not classified
7180,Angry
7181,Happy
7182,Surprise
7183,Fear
7184,Sad
7185,Happy
7186,Angry
7187,Angry
7188,Not classified
7189,Happy
7190,Not classified
7191,Not classified
7192,Happy
7193,Not classified
7194,Surprise
7195,Happy
7196,Sad
7197,Happy
7198,Happy
7199,Happy
7200,Fear
7201,Happy
7202,Angry
7203,Surprise
7204,Not classified
7205,Sad
7206,Happy
7207,Not classified
7208,Not classified
7209,Not classified
7210,Surprise
7211,Surprise
7212,Fear
7213,Surprise
7214,Surprise
7215,Fear
7216,Fear
7217,Not classified
7218,Surprise
7219,Fear
7220,Sad
7221,Not classified
7222,Surprise
7223,Not classified
7224,Sad
7225,Happy
7226,Happy
7227,Not classified
7228,Not classified
7229,Fear
7230,Not classified
7231,Not classified
7232,Not classified
7233,Not classified
7234,Angry
7235,Fear
7236,Surprise
7237,Surprise
7238,Happy
7239,Not classified
7240,Sad
7241,Not classified
7242,Not classified
7243,Happy
7244,Surprise
7245,Not classified
7246,Sad
7247,Happy
7248,Angry
7249,Angry
7250,Not classified
7251,Surprise
7252,Surprise
7253,Happy
7254,Not classified
7255,Angry
7256,Surprise
7257,Surprise
7258,Not classified
7259,Happy
7260,Not classified
7261,Angry
7262,Not classified
7263,Happy
7264,Not classified
7265,Sad
7266,Happy
7267,Fear
7268,Fear
7269,Happy
7270,Happy
7271,Fear
7272,Surprise
7273,Not classified
7274,Not classified
7275,Not classified
7276,Not classified
7277,Not classified
7278,Not classified
7279,Happy
7280,Not classified
7281,Surprise
7282,Not classified
7283,Sad
7284,Not classified
7285,Not classified
7286,Happy
7287,Happy
7288,Not classified
7289,Fear
7290,Fear
7291,Surprise
7292,Surprise
7293,Not classified
7294,Not classified
7295,Not classified
7296,Surprise
7297,Angry
7298,Not classified
7299,Happy
7300,Happy
7301,Fear
7302,Fear
7303,Not classified
7304,Happy
7305,Happy
7306,Not classified
7307,Fear
7308,Not classified
7309,Not classified
7310,Happy
7311,Fear
7312,Not classified
7313,Not classified
7314,Surprise
7315,Not classified
7316,Happy
7317,Not classified
7318,Not classified
7319,Not classified
7320,Fear
7321,Surprise
7322,Happy
7323,Not classified
7324,Not classified
7325,Not classified
7326,Happy
7327,Happy
7328,Not classified
7329,Not classified
7330,Not classified
7331,Not classified
7332,Surprise
7333,Not classified
7334,Not classified
7335,Not classified
7336,Fear
7337,Fear
7338,Not classified
7339,Surprise
7340,Not classified
7341,Not classified
7342,Fear
7343,Not classified
7344,Fear
7345,Happy
7346,Not classified
7347,Not classified
7348,Not classified
7349,Not classified
7350,Not classified
7351,Not classified
7352,Not classified
7353,Not classified
7354,Not classified
7355,Surprise
7356,Not classified
7357,Fear
7358,Not classified
7359,Not classified
7360,Not classified
7361,Surprise
7362,Fear
7363,Not classified
7364,Angry
7365,Happy
7366,Happy
7367,Not classified
7368,Not classified
7369,Angry
7370,Not classified
7371,Fear
7372,Happy
7373,Not classified
7374,Angry
7375,Not classified
7376,Not classified
7377,Not classified
7378,Not classified
7379,Sad
7380,Not classified
7381,Not classified
7382,Sad
7383,Not classified
7384,Happy
7385,Surprise
7386,Not classified
7387,Surprise
7388,Not classified
7389,Not classified
7390,Happy
7391,Not classified
7392,Fear
7393,Surprise
7394,Sad
7395,Happy
7396,Surprise
7397,Angry
7398,Happy
7399,Angry
7400,Happy
7401,Happy
7402,Not classified
7403,Not classified
7404,Not classified
7405,Not classified
7406,Not classified
7407,Surprise
7408,Happy
7409,Surprise
7410,Fear
7411,Not classified
7412,Not classified
7413,Fear
7414,Not classified
7415,Fear
7416,Not classified
7417,Happy
7418,Not classified
7419,Fear
7420,Happy
7421,Happy
7422,Sad
7423,Not classified
7424,Sad
7425,Not classified
7426,Not classified
7427,Happy
7428,Fear
7429,Happy
7430,Angry
7431,Happy
7432,Fear
7433,Sad
7434,Not classified
7435,Angry
7436,Not classified
7437,Not classified
7438,Happy
7439,Happy
7440,Happy
7441,Not classified
7442,Not classified
7443,Happy
7444,Fear
7445,Happy
7446,Happy
7447,Not classified
7448,Not classified
7449,Not classified
7450,Not classified
7451,Not classified
7452,Not classified
7453,Not classified
7454,Not classified
7455,Not classified
7456,Not classified
7457,Not classified
7458,Not classified
7459,Surprise
7460,Happy
7461,Surprise
7462,Not classified
7463,Not classified
7464,Fear
7465,Not classified
7466,Not classified
7467,Angry
7468,Happy
7469,Surprise
7470,Not classified
7471,Not classified
7472,Angry
7473,Angry
7474,Happy
7475,Not classified
7476,Not classified
7477,Angry
7478,Angry
7479,Not classified
7480,Not classified
7481,Happy
7482,Happy
7483,Fear
7484,Not classified
7485,Fear
7486,Happy
7487,Surprise
7488,Not classified
7489,Happy
7490,Fear
7491,Angry
7492,Not classified
7493,Not classified
7494,Not classified
7495,Surprise
7496,Fear
7497,Not classified
7498,Not classified
7499,Not classified
7500,Not classified
7501,Angry
7502,Not classified
7503,Not classified
7504,Happy
7505,Fear
7506,Not classified
7507,Not classified
7508,Angry
7509,Surprise
7510,Fear
7511,Not classified
7512,Not classified
7513,Angry
7514,Happy
7515,Fear
7516,Not classified
7517,Not classified
7518,Surprise
7519,Happy
7520,Not classified
7521,Surprise
7522,Not classified
7523,Not classified
7524,Surprise
7525,Not classified
7526,Not classified
7527,Surprise
7528,Happy
7529,Not classified
7530,Fear
7531,Not classified
7532,Fear
7533,Angry
7534,Fear
7535,Happy
7536,Fear
7537,Not classified
7538,Angry
7539,Fear
7540,Happy
7541,Sad
7542,Happy
7543,Angry
7544,Surprise
7545,Not classified
7546,Fear
7547,Not classified
7548,Not classified
7549,Fear
7550,Surprise
7551,Fear
7552,Not classified
7553,Not classified
7554,Not classified
7555,Happy
7556,Not classified
7557,Happy
7558,Surprise
7559,Surprise
7560,Angry
7561,Angry
7562,Surprise
7563,Sad
7564,Sad
7565,Happy
7566,Not classified
7567,Happy
7568,Not classified
7569,Angry
7570,Not classified
7571,Fear
7572,Happy
7573,Not classified
7574,Not classified
7575,Sad
7576,Not classified
7577,Sad
7578,Happy
7579,Not classified
7580,Not classified
7581,Not classified
7582,Not classified
7583,Not classified
7584,Surprise
7585,Happy
7586,Sad
7587,Not classified
7588,Not classified
7589,Not classified
7590,Happy
7591,Not classified
7592,Fear
7593,Not classified
7594,Not classified
7595,Fear
7596,Fear
7597,Fear
7598,Not classified
7599,Happy
7600,Fear
7601,Not classified
7602,Happy
7603,Surprise
7604,Happy
7605,Not classified
7606,Happy
7607,Not classified
7608,Not classified
7609,Fear
7610,Not classified
7611,Not classified
7612,Not classified
7613,Not classified
7614,Surprise
7615,Not classified
7616,Fear
7617,Not classified
7618,Happy
7619,Surprise
7620,Angry
7621,Not classified
7622,Not classified
7623,Fear
7624,Happy
7625,Angry
7626,Fear
7627,Not classified
7628,Angry
7629,Angry
7630,Sad
7631,Happy
7632,Not classified
7633,Happy
7634,Sad
7635,Happy
7636,Not classified
7637,Happy
7638,Fear
7639,Surprise
7640,Fear
7641,Fear
7642,Not classified
7643,Sad
7644,Not classified
7645,Happy
7646,Sad
7647,Surprise
7648,Not classified
7649,Surprise
7650,Not classified
7651,Fear
7652,Happy
7653,Surprise
7654,Fear
7655,Fear
7656,Fear
7657,Not classified
7658,Not classified
7659,Fear
7660,Happy
7661,Not classified
7662,Not classified
7663,Happy
7664,Not classified
7665,Not classified
7666,Happy
7667,Not classified
7668,Not classified
7669,Not classified
7670,Surprise
7671,Happy
7672,Happy
7673,Not classified
7674,Happy
7675,Happy
7676,Angry
7677,Angry
7678,Not classified
7679,Sad
7680,Surprise
7681,Fear
7682,Not classified
7683,Happy
7684,Not classified
7685,Not classified
7686,Happy
7687,Not classified
7688,Happy
7689,Not classified
7690,Sad
7691,Fear
7692,Sad
7693,Fear
7694,Surprise
7695,Not classified
7696,Surprise
7697,Happy
7698,Not classified
7699,Not classified
7700,Not classified
7701,Fear
7702,Happy
7703,Angry
7704,Not classified
7705,Not classified
7706,Not classified
7707,Sad
7708,Angry
7709,Fear
7710,Fear
7711,Fear
7712,Not classified
7713,Surprise
7714,Not classified
7715,Fear
7716,Not classified
7717,Not classified
7718,Fear
7719,Not classified
7720,Not classified
7721,Not classified
7722,Not classified
7723,Happy
7724,Fear
7725,Not classified
7726,Fear
7727,Fear
7728,Not classified
7729,Not classified
7730,Not classified
7731,Not classified
7732,Fear
7733,Happy
7734,Not classified
7735,Not classified
7736,Sad
7737,Sad
7738,Not classified
7739,Surprise
7740,Fear
7741,Happy
7742,Happy
7743,Surprise
7744,Not classified
7745,Not classified
7746,Surprise
7747,Not classified
7748,Surprise
7749,Not classified
7750,Not classified
7751,Not classified
7752,Fear
7753,Happy
7754,Not classified
7755,Not classified
7756,Surprise
7757,Angry
7758,Not classified
7759,Not classified
7760,Happy
7761,Not classified
7762,Not classified
7763,Not classified
7764,Not classified
7765,Not classified
7766,Fear
7767,Not classified
7768,Not classified
7769,Happy
7770,Not classified
7771,Fear
7772,Not classified
7773,Fear
7774,Fear
7775,Surprise
7776,Not classified
7777,Not classified
7778,Happy
7779,Angry
7780,Sad
7781,Not classified
7782,Angry
7783,Surprise
7784,Not classified
7785,Not classified
7786,Sad
7787,Not classified
7788,Not classified
7789,Angry
7790,Surprise
7791,Surprise
7792,Surprise
7793,Happy
7794,Surprise
7795,Not classified
7796,Sad
7797,Not classified
7798,Not classified
7799,Angry
7800,Surprise
7801,Angry
7802,Not classified
7803,Not classified
7804,Not classified
7805,Not classified
7806,Not classified
7807,Not classified
7808,Surprise
7809,Happy
7810,Not classified
7811,Not classified
7812,Not classified
7813,Not classified
7814,Not classified
7815,Angry
7816,Not classified
7817,Surprise
7818,Happy
7819,Not classified
7820,Not classified
7821,Sad
7822,Not classified
7823,Not classified
7824,Not classified
7825,Not classified
7826,Not classified
7827,Not classified
7828,Angry
7829,Not classified
7830,Not classified
7831,Not classified
7832,Happy
7833,Fear
7834,Not classified
7835,Surprise
7836,Not classified
7837,Not classified
7838,Not classified
7839,Sad
7840,Fear
7841,Not classified
7842,Not classified
7843,Not classified
7844,Not classified
7845,Happy
7846,Sad
7847,Angry
7848,Not classified
7849,Not classified
7850,Happy
7851,Angry
7852,Not classified
7853,Fear
7854,Fear
7855,Happy
7856,Not classified
7857,Not classified
7858,Surprise
7859,Not classified
7860,Not classified
7861,Not classified
7862,Sad
7863,Not classified
7864,Not classified
7865,Not classified
7866,Not classified
7867,Fear
7868,Not classified
7869,Not classified
7870,Not classified
7871,Not classified
7872,Not classified
7873,Not classified
7874,Not classified
7875,Angry
7876,Not classified
7877,Happy
7878,Not classified
7879,Happy
7880,Fear
7881,Not classified
7882,Not classified
7883,Fear
7884,Not classified
7885,Not classified
7886,Not classified
7887,Not classified
7888,Not classified
7889,Not classified
7890,Surprise
7891,Fear
7892,Sad
7893,Surprise
7894,Not classified
7895,Not classified
7896,Happy
7897,Angry
7898,Not classified
7899,Not classified
7900,Fear
7901,Fear
7902,Not classified
7903,Not classified
7904,Not classified
7905,Fear
7906,Fear
7907,Not classified
7908,Angry
7909,Not classified
7910,Not classified
7911,Not classified
7912,Happy
7913,Surprise
7914,Not classified
7915,Not classified
7916,Not classified
7917,Not classified
7918,Not classified
7919,Happy
7920,Sad
7921,Happy
7922,Not classified
7923,Surprise
7924,Angry
7925,Happy
7926,Not classified
7927,Sad
7928,Fear
7929,Angry
7930,Not classified
7931,Sad
7932,Not classified
7933,Not classified
7934,Sad
7935,Happy
7936,Happy
7937,Not classified
7938,Angry
7939,Fear
7940,Not classified
7941,Not classified
7942,Happy
7943,Happy
7944,Happy
7945,Not classified
7946,Surprise
7947,Fear
7948,Not classified
7949,Sad
7950,Happy
7951,Not classified
7952,Fear
7953,Not classified
7954,Not classified
7955,Fear
7956,Not classified
7957,Not classified
7958,Angry
7959,Not classified
7960,Not classified
7961,Not classified
7962,Happy
7963,Happy
7964,Fear
7965,Not classified
7966,Sad
7967,Fear
7968,Surprise
7969,Surprise
7970,Sad
7971,Not classified
7972,Surprise
7973,Happy
7974,Surprise
7975,Not classified
7976,Surprise
7977,Fear
7978,Not classified
7979,Happy
7980,Not classified
7981,Happy
7982,Angry
7983,Angry
7984,Sad
7985,Fear
7986,Fear
7987,Happy
7988,Surprise
7989,Angry
7990,Not classified
7991,Not classified
7992,Not classified
7993,Not classified
7994,Sad
7995,Not classified
7996,Not classified
7997,Sad
7998,Fear
7999,Not classified
8000,Surprise
8001,Not classified
8002,Happy
8003,Happy
8004,Angry
8005,Not classified
8006,Fear
8007,Fear
8008,Surprise
8009,Sad
8010,Not classified
8011,Happy
8012,Happy
8013,Not classified
8014,Not classified
8015,Happy
8016,Angry
8017,Not classified
8018,Sad
8019,Not classified
8020,Surprise
8021,Not classified
8022,Not classified
8023,Happy
8024,Not classified
8025,Not classified
8026,Not classified
8027,Surprise
8028,Sad
8029,Happy
8030,Not classified
8031,Happy
8032,Surprise
8033,Happy
8034,Happy
8035,Fear
8036,Not classified
8037,Surprise
8038,Surprise
8039,Sad
8040,Surprise
8041,Surprise
8042,Not classified
8043,Not classified
8044,Not classified
8045,Not classified
8046,Not classified
8047,Surprise
8048,Not classified
8049,Fear
8050,Happy
8051,Happy
8052,Not classified
8053,Not classified
8054,Not classified
8055,Surprise
8056,Fear
8057,Not classified
8058,Happy
8059,Not classified
8060,Fear
8061,Happy
8062,Surprise
8063,Not classified
8064,Happy
8065,Not classified
8066,Surprise
8067,Surprise
8068,Not classified
8069,Not classified
8070,Not classified
8071,Fear
8072,Fear
8073,Not classified
8074,Not classified
8075,Happy
8076,Not classified
8077,Surprise
8078,Happy
8079,Happy
8080,Happy
8081,Not classified
8082,Not classified
8083,Surprise
8084,Not classified
8085,Surprise
8086,Happy
8087,Surprise
8088,Not classified
8089,Not classified
8090,Happy
8091,Fear
8092,Happy
8093,Sad
8094,Sad
8095,Sad
8096,Not classified
8097,Not classified
8098,Not classified
8099,Sad
8100,Sad
8101,Fear
8102,Fear
8103,Not classified
8104,Not classified
8105,Not classified
8106,Not classified
8107,Not classified
8108,Happy
8109,Not classified
8110,Not classified
8111,Happy
8112,Sad
8113,Sad
8114,Not classified
8115,Not classified
8116,Not classified
8117,Not classified
8118,Not classified
8119,Not classified
8120,Happy
8121,Happy
8122,Happy
8123,Fear
8124,Happy
8125,Not classified
8126,Not classified
8127,Not classified
8128,Not classified
8129,Surprise
8130,Fear
8131,Happy
8132,Not classified
8133,Sad
8134,Not classified
8135,Fear
8136,Not classified
8137,Happy
8138,Sad
8139,Happy
8140,Not classified
8141,Surprise
8142,Fear
8143,Sad
8144,Surprise
8145,Surprise
8146,Not classified
8147,Happy
8148,Sad
8149,Happy
8150,Not classified
8151,Surprise
8152,Not classified
8153,Not classified
8154,Fear
8155,Not classified
8156,Happy
8157,Not classified
8158,Not classified
8159,Sad
8160,Sad
8161,Fear
8162,Happy
8163,Not classified
8164,Fear
8165,Not classified
8166,Not classified
8167,Not classified
8168,Not classified
8169,Fear
8170,Sad
8171,Not classified
8172,Fear
8173,Not classified
8174,Fear
8175,Not classified
8176,Not classified
8177,Not classified
8178,Happy
8179,Not classified
8180,Not classified
8181,Not classified
8182,Fear
8183,Surprise
8184,Fear
